iter	Logloss
258	0.1911194069
259	0.1908701115
260	0.1907796357
261	0.1906849714
262	0.1905237126
263	0.190395485
264	0.1903030339
265	0.1901643712
266	0.1900557184
267	0.1899949451
268	0.1898720302
269	0.1896871029
270	0.1895488025
271	0.1894582365
272	0.18937038
273	0.189231023
274	0.1891273596
275	0.1889762916
276	0.1888944695
277	0.1888083175
278	0.1887528048
279	0.1886047052
280	0.1884861993
281	0.188431222
282	0.1882651068
283	0.188179412
284	0.1881009408
285	0.1879549977
286	0.1878588531
287	0.1877347489
288	0.1875773368
289	0.1875018625
290	0.1874441395
291	0.1873024596
292	0.1870283939
293	0.1869395568
294	0.1868724619
295	0.1867662226
296	0.1864320473
297	0.1863679015
298	0.1861894196
299	0.1861372444
300	0.1859879971
301	0.1858954436
302	0.1858357316
303	0.1857391098
304	0.1856639466
305	0.185567369
306	0.185486537
307	0.1853120796
308	0.1851812518
309	0.1850898199
310	0.1850201333
311	0.1849166648
312	0.1848421435
313	0.1847748522
314	0.1846711525
315	0.1846104722
316	0.1845340203
317	0.1843941549
318	0.1843136958
319	0.1842409264
320	0.1841046316
321	0.1840351763
322	0.1838832334
323	0.1837843872
324	0.1837324626
325	0.1836609649
326	0.1835486067
327	0.1834599115
328	0.183361226
329	0.1832885334
330	0.1832234443
331	0.183155652
332	0.1831009597
333	0.1829939964
334	0.182911177
335	0.1828664457
336	0.18282707
337	0.1827514144
338	0.1826969845
339	0.1825322858
340	0.1824858139
341	0.1824013407
342	0.1823567842
343	0.182265447
344	0.1820871183
345	0.1820198865
346	0.1819561816
347	0.1818908233
348	0.1817504255
349	0.1817055549
350	0.1814961683
351	0.1813780066
352	0.1813340785
353	0.1812337122
354	0.1811059499
355	0.1810138678
356	0.1807753604
357	0.1806171817
358	0.1804308668
359	0.1803499877
360	0.1802383004
361	0.1801676218
362	0.180100196
363	0.1800288061
364	0.1798788405
365	0.1798122052
366	0.1797737784
367	0.1796217935
368	0.179556014
369	0.1795020995
370	0.1794062117
371	0.1793447599
372	0.1792774847
373	0.1792093438
374	0.1791489056
375	0.1790524992
376	0.17898385
377	0.1787166409
378	0.1786559881
379	0.1786024708
380	0.1785032434
381	0.1784622587
382	0.1784159294
383	0.1782238772
384	0.1781357542
385	0.1779709003
386	0.1777726024
387	0.1777150426
388	0.1775531516
389	0.1774829657
390	0.1773601548
391	0.1773008263
392	0.1772457763
393	0.1771860954
394	0.177105762
395	0.176949085
396	0.1768296705
397	0.1767419582
398	0.1766159282
399	0.1764380422
400	0.1763069286
401	0.1761654655
402	0.1761335608
403	0.1759714418
404	0.1758444456
405	0.1757784645
406	0.1757439906
407	0.1756241534
408	0.1755736422
409	0.1754779917
410	0.1754117539
411	0.1753587645
412	0.1753093805
413	0.1751269558
414	0.175071037
415	0.1749769341
416	0.1749540575
417	0.1748477549
418	0.1747936322
419	0.1746730176
420	0.1746192194
421	0.1744986701
422	0.1743244533
423	0.1742620352
424	0.174162194
425	0.1741327055
426	0.1740887375
427	0.1740258088
428	0.1739329927
429	0.1738708371
430	0.1737950917
431	0.1737372786
432	0.17363001
433	0.1735277499
434	0.1733801724
435	0.173329793
436	0.1732857806
437	0.1732466709
438	0.1731523144
439	0.1730505419
440	0.1728941894
441	0.1727911523
442	0.1727429554
443	0.1726632503
444	0.1725555863
445	0.1724346207
446	0.1723944117
447	0.172327408
448	0.1722928483
449	0.1722358419
450	0.172168516
451	0.1721246123
452	0.1721081821
453	0.1720674834
454	0.1719333942
455	0.1718915581
456	0.1718298345
457	0.1717811457
458	0.1717151108
459	0.1716706472
460	0.1715848712
461	0.1715060425
462	0.1712968827
463	0.1712164061
464	0.1710841089
465	0.1710418321
466	0.1708788588
467	0.1707867264
468	0.1707426199
469	0.1706184362
470	0.1705278182
471	0.1703853618
472	0.170338754
473	0.1702272188
474	0.1700206115
475	0.1699221579
476	0.1698300991
477	0.1697748487
478	0.1696865721
479	0.1695784052
480	0.169521936
481	0.1694452395
482	0.1693892285
483	0.1692673658
484	0.1691966183
485	0.1691020522
486	0.1690204187
487	0.1689140308
488	0.1688483355
489	0.1686715356
490	0.1685006521
491	0.1684206096
492	0.1682942832
493	0.1681253364
494	0.1680871763
495	0.1679723527
496	0.1678749908
497	0.1677854903
498	0.1677020031
499	0.1676431413
500	0.1675732323
501	0.1675265577
502	0.1674683508
503	0.1673752819
504	0.167325783
505	0.1672676173
506	0.1671918884
507	0.1671109914
508	0.1670152685
509	0.1669368605
510	0.1668746569
511	0.1668115361
512	0.1667597762
513	0.1666467034
514	0.1666006273
515	0.1665588022
516	0.1664713989
517	0.1663888706
518	0.1663132152
519	0.1662781288
520	0.1662223864
521	0.1661775081
522	0.1660654055
523	0.1659889335
524	0.1658827584
525	0.1657658851
526	0.1657242132
527	0.165669572
528	0.165644848
529	0.1655614662
530	0.1654748286
531	0.1653945017
532	0.165320043
533	0.1652655037
534	0.1652335851
535	0.1651975117
536	0.1651612792
537	0.1650889763
538	0.1649643956
539	0.1649284425
540	0.1648773888
541	0.1648383816
542	0.1647998493
543	0.1647008459
544	0.1646861569
545	0.1646223431
546	0.1645822767
547	0.1644955359
548	0.1644644381
549	0.1644010743
550	0.1643488834
551	0.1643321904
552	0.1642724405
553	0.1641526333
554	0.1641230569
555	0.1640242436
556	0.163980977
557	0.1639144717
558	0.1638492294
559	0.1637552
560	0.1636085038
561	0.1635451104
562	0.163393065
563	0.163304763
564	0.1632706567
565	0.163186457
566	0.1631011556
567	0.1630226085
568	0.1629668121
569	0.1628918867
570	0.1628244758
571	0.1627393408
572	0.1626519173
573	0.1625848505
574	0.1624988121
575	0.1624532717
576	0.1623870236
577	0.1623605727
578	0.1623025786
579	0.1621922731
580	0.162148157
581	0.1620968407
582	0.162053228
583	0.1620183464
584	0.1619393923
585	0.1619018524
586	0.1618527051
587	0.1617937586
588	0.1617438515
589	0.1616678433
590	0.1616289454
591	0.1615619057
592	0.1615267403
593	0.1614552098
594	0.1613970245
595	0.1613107992
596	0.1612442713
597	0.1611949705
598	0.1611042289
599	0.1610281777
600	0.1609836324
601	0.1609386656
602	0.1609075682
603	0.1608690219
604	0.1607815149
605	0.1607000525
606	0.1606637012
607	0.160585892
608	0.1605113893
609	0.1604317403
610	0.1603871748
611	0.1603334415
612	0.1602808288
613	0.1602459637
614	0.160163556
615	0.1601095193
616	0.1600332293
617	0.1599749716
618	0.1599103948
619	0.1598518366
620	0.1598073247
621	0.1597245282
622	0.1595850324
623	0.159492668
624	0.1594510989
625	0.1593677159
626	0.1592884154
627	0.15927389
628	0.1592296564
629	0.1591700066
630	0.1590700985
631	0.158985163
632	0.1589515865
633	0.1589149908
634	0.1588706502
635	0.1587541518
636	0.1586626378
637	0.1585925803
638	0.1585324037
639	0.1584884519
640	0.1584524048
641	0.1583948682
642	0.1583403564
643	0.1582877435
644	0.1582776314
645	0.1582144825
646	0.1581632976
647	0.1581137302
648	0.1580821225
649	0.1580301836
650	0.1580001708
651	0.1578984311
652	0.1578017449
653	0.1577719666
654	0.1577283488
655	0.1576493977
656	0.1575658326
657	0.1575272798
658	0.1574710734
659	0.15741817
660	0.1573361286
661	0.1572821022
662	0.1572096688
663	0.1571879608
664	0.157127694
665	0.1570814948
666	0.1570256452
667	0.1569650145
668	0.1568473118
669	0.1567987396
670	0.1567306038
671	0.1566483014
672	0.1566207552
673	0.1565864075
674	0.1565421032
675	0.1565128518
676	0.1564671745
677	0.1564142093
678	0.1563540671
679	0.1562848333
680	0.156232737
681	0.1561822052
682	0.1561113819
683	0.156069571
684	0.1559964803
685	0.1559165856
686	0.1558885806
687	0.155718697
688	0.1556251222
689	0.1555152028
690	0.155488742
691	0.1554463586
692	0.1554004728
693	0.1553519421
694	0.1552965817
695	0.1552479201
696	0.1552209932
697	0.1551818071
698	0.1550432951
699	0.1549848718
700	0.1549484057
701	0.1549098336
702	0.1548952996
703	0.1548643458
704	0.1548303623
705	0.1547512438
706	0.1546802654
707	0.1546262502
708	0.154562894
709	0.1545117111
710	0.1544634696
711	0.1544198452
712	0.1544061217
713	0.1543536498
714	0.1542976132
715	0.1542533596
716	0.1541694027
717	0.1540543845
718	0.154010197
719	0.153908615
720	0.1538659071
721	0.153816055
722	0.1537719492
723	0.153708255
724	0.1536773509
725	0.1536506667
726	0.1536199903
727	0.1535697622
728	0.1535239991
729	0.1534496257
730	0.1533675411
731	0.1533262708
732	0.1532403204
733	0.1531457816
734	0.1531224304
735	0.153050041
736	0.1529931948
737	0.1529302583
738	0.1528533635
739	0.1528035359
740	0.1527438913
741	0.1526656131
742	0.1526077161
743	0.1525429716
744	0.1524519156
745	0.1524118654
746	0.1523408475
747	0.1522938073
748	0.1522371505
749	0.152165647
750	0.1520817714
751	0.1520086376
752	0.1518931774
753	0.1518289147
754	0.151770967
755	0.1517124501
756	0.1516481698
757	0.1516132602
758	0.151544185
759	0.1514749125
760	0.1513200919
761	0.1512666013
762	0.1512247745
763	0.1512001836
764	0.1511411985
765	0.1511091065
766	0.1510764298
767	0.1510361376
768	0.150975491
769	0.1509245339
770	0.150872367
771	0.1508219912
772	0.1507786812
773	0.1507219611
774	0.1506776616
775	0.1505705333
776	0.1505315063
777	0.1504824648
778	0.1504234115
779	0.1503658004
780	0.1502847491
781	0.1502110775
782	0.1501760021
783	0.1500881803
784	0.1500489376
785	0.1500090233
786	0.149983432
787	0.1499289922
788	0.1498742371
789	0.1497789699
790	0.1497496932
791	0.1497106547
792	0.1496557423
793	0.1496325164
794	0.1495511357
795	0.1494867144
796	0.1494340324
797	0.1493152864
798	0.1492413977
799	0.1491447588
800	0.1491136931
801	0.149093188
802	0.1490226914
803	0.1489715876
804	0.1489349261
805	0.1489030862
806	0.1488643752
807	0.1488138665
808	0.1487639086
809	0.1487240827
810	0.1486980621
811	0.1486637123
812	0.1486374011
813	0.148600389
814	0.1485172651
815	0.1484407971
816	0.1484001357
817	0.1483820326
818	0.1483210988
819	0.1482733346
820	0.1482123933
821	0.1481219737
822	0.1480786722
823	0.1480259872
824	0.1479759325
825	0.1478872722
826	0.1478473593
827	0.1478110673
828	0.1477617425
829	0.1477076423
830	0.1476571308
831	0.1475954412
832	0.1475348641
833	0.1474743085
834	0.1474378552
835	0.1473761674
836	0.1473312048
837	0.1472674232
838	0.1472188344
839	0.1471900647
840	0.1471614761
841	0.1471130126
842	0.1470431251
843	0.147008081
844	0.1469844005
845	0.1469464271
846	0.1469193735
847	0.1468596632
848	0.1468232958
849	0.1467807297
850	0.1467573506
851	0.1467210969
852	0.1466760391
853	0.1466148647
854	0.1465781483
855	0.1465434854
856	0.1464983332
857	0.1464716789
858	0.1464160033
859	0.1463717976
860	0.1463183353
861	0.1462735497
862	0.1462389834
863	0.1461736342
864	0.1461207232
865	0.1460842361
866	0.1460343439
867	0.1459892584
868	0.1459464361
869	0.1458961359
870	0.1458607593
871	0.1458419161
872	0.1457974755
873	0.1457334571
874	0.1456517305
875	0.1456052305
876	0.1454890842
877	0.1454585201
878	0.1454157764
879	0.1453670369
880	0.1453327284
881	0.1452896128
882	0.1452716197
883	0.1451877113
884	0.1451332232
885	0.145077131
886	0.1450105994
887	0.1449758166
888	0.1448814069
889	0.1448057696
890	0.14476133
891	0.1447082503
892	0.1446504525
893	0.1445926975
894	0.1444976887
895	0.1444707594
896	0.1444354236
897	0.1443814762
898	0.1443504042
899	0.1442978142
900	0.1442254785
901	0.1441582239
902	0.1441017294
903	0.1440438805
904	0.1440127421
905	0.1439629411
906	0.1439446341
907	0.1438844966
908	0.1438322537
909	0.1437837662
910	0.1437641829
911	0.1437429925
912	0.1437227993
913	0.1436764856
914	0.1436290732
915	0.1435629793
916	0.1435311192
917	0.1434669259
918	0.1434221571
919	0.1433577089
920	0.1433336573
921	0.1433134966
922	0.1432849088
923	0.1432431273
924	0.1432091925
925	0.1431754328
926	0.1431100325
927	0.1430414921
928	0.1429885013
929	0.1429373448
930	0.1429070578
931	0.1428766304
932	0.1428243582
933	0.1428055503
934	0.1427561216
935	0.1427017074
936	0.1426636347
937	0.1426210787
938	0.1425659837
939	0.1425430436
940	0.1425024216
941	0.1424603161
942	0.1424204046
943	0.1423322779
944	0.1423034389
945	0.1422492728
946	0.1422063029
947	0.1421579655
948	0.1420895756
949	0.1420168329
950	0.1419819501
951	0.1419480171
952	0.1419190654
953	0.1418813355
954	0.1418156382
955	0.1417691857
956	0.1417389078
957	0.1416933717
958	0.1416315559
959	0.1415795894
960	0.1414957512
961	0.1414148368
962	0.1413739621
963	0.1413321445
964	0.1412468103
965	0.1411662266
966	0.1411360172
967	0.1410686315
968	0.1410315436
969	0.1409721477
970	0.1409219624
971	0.1408520863
972	0.140824622
973	0.140795226
974	0.1407560219
975	0.1407203388
976	0.1406743779
977	0.140617871
978	0.1405677747
979	0.1405442196
980	0.1405015358
981	0.1404713604
982	0.1404495787
983	0.1403794316
984	0.1403287418
985	0.140282921
986	0.1402444984
987	0.1401890299
988	0.1401186088
989	0.1400846694
990	0.1400341904
991	0.1399914973
992	0.1399380745
993	0.1398823738
994	0.1398391122
995	0.1397936629
996	0.1397313704
997	0.1396995691
998	0.1396527595
999	0.1396344579
